~000132~,~Mobile poll/Bureau itinérant~
~004628~,~Carragana~
~004629~,~Porcupine Plain Rural~
~004630~,~Porcupine Plain E~
~004631~,~Porcupine Plain W/O~
~004632~,~Chelan~
~004633~,~Bjorkdale N~
~004634~,~Bjorkdale S~
~004635~,~Sylvania~
~004636~,~McKague~
~004637~,~Kinistino~
~004638~,~Pleasantdale~
~004639~,~Naicam Rural~
~004640~,~Naicam S~
~004641~,~Naicam N~
~004642~,~Spalding~
~004643~,~Archerwill~
~004644~,~Rose Valley Rural~
~004645~,~Rose Valley~
~004646~,~Nut Lake I.R./R.I. No. 90~
~004647~,~Perigord Rural~
~004648~,~Kelvington~
~004649~,~Kelvington N~
~004650~,~Kelvington S~
~004651~,~Nut Mountain~
~004652~,~Hendon~
~004653~,~Fosston~
~004654~,~Quill Lake Rural~
~004655~,~Quill Lake~
~004656~,~Watson Rural~
~004657~,~Watson W/O~
~004658~,~Watson E~
~004659~,~Leroy Rural~
~004660~,~Esk~
~004661~,~Leroy~
~004662~,~Jansen~
~004663~,~Semans~
~004664~,~Raymore Rural~
~004665~,~Raymore W/O~
~004666~,~Raymore E~
~004667~,~Punnichy~
~004668~,~Kawacatoose I.R./R.I.~
~004669~,~Day Star I.R./R.I. No. 87~
~004670~,~Kandahar~
~004671~,~Wynyard~
~004672~,~Wynyard E~
~004673~,~Wynyard Centre E~
~004674~,~Wynyard Centre W/O~
~004675~,~Wynyard W/O~
~004676~,~Wishart~
~004677~,~Bankend~
~004678~,~Leslie~
~004679~,~Elfros~
~004680~,~Wadena Rural~
~004681~,~Wadena W/O~
~004682~,~Wadena N~
~004683~,~Wadena E~
~004684~,~Kuroki~
~004685~,~Margo~
~004686~,~Fishing Lake I.R./R.I.~
~004687~,~Foam Lake Rural~
~004688~,~Foam Lake W/O~
~004689~,~Foam Lake Central~
~004690~,~Foam Lake E~
~004691~,~West Bend~
~004692~,~Melfort~
~004693~,~Nipawin~
~004694~,~Hudson Bay~
~004695~,~Porcupine Plain~
~004696~,~Tisdale~
~004697~,~Naicam~
~004698~,~Watson~
~004699~,~Wadena~
~004700~,~Foam Lake~
~004701~,~Raymore~
~004702~,~Outlook N~
~004703~,~Outlook Central~
~004704~,~Outlook SE/S-E~
~004705~,~Outlook Centre W/O~
~004706~,~Outlook W/O~
~004707~,~Broderick--Glenside~
~004708~,~Hanley Rural~
~004709~,~Hanley~
~004710~,~S Allan--Allan Hills~
~004711~,~Colonsay Rural~
~004712~,~Colonsay~
~004713~,~Viscount~
~004714~,~Plunkett~
~004715~,~Attica--Burr~
~004716~,~Lanigan SE/S-E~
~004717~,~Lanigan E~
~004718~,~Lanigan Centre Rural~
~004719~,~Lanigan SW/S-O~
~004720~,~Drake--Lockwood~
~004721~,~Guernsey~
~004722~,~Young~
~004723~,~Young--Zelma~
~004724~,~Watrous--Manitou Beach~
~004725~,~Watrous NW/N-O~
~004726~,~Watrous SW/S-O~
~004727~,~Watrous SE/S-E~
~004728~,~Watrous Centre~
~004729~,~Nokomis~
~004730~,~Nokomis Rural~
~004731~,~Simpson Rural~
~004732~,~Simpson~
~004733~,~Chatham--Farrerdale~
~004734~,~Kenaston~
~004735~,~Hawarden~
~004736~,~Strongfield~
~004737~,~Loreburn~
~004738~,~Bladworth~
~004739~,~Davidson Rural~
~004740~,~Davidson NW/N-O~
~004741~,~Davidson SW/S-O~
~004742~,~Davidson E~
~004743~,~Imperial~
~004744~,~Imperial--Stalwart~
~004745~,~Penzance--Liberty~
~004746~,~Girvin~
~004747~,~Elbow~
~004748~,~Craik NW/N-O~
~004749~,~Craik~
~004750~,~Aylesbury~
~004751~,~Holdfast~
~004752~,~Bethune--Dilke~
~004753~,~Bethune~
~004754~,~Findlater--Dilke~
~004755~,~Tuxford~
~004756~,~Marquis--Keeler~
~004757~,~Brownlee--Lake Valley~
~004758~,~Eyebrow--Eskbank~
~004759~,~Tugaske~
~004760~,~Lawson~
~004761~,~Riverhurst~
~004762~,~Central Butte Rural~
~004763~,~Central Butte E~
~004764~,~Central Butte W/O~
~004765~,~Chaplin~
~004766~,~Chaplin VL~
~004767~,~Parkbeg~
~004768~,~Mortlach~
~004769~,~Caron~
~004770~,~Caronport~
~004771~,~Boharm~
~004772~,~Shamrock--Bateman~
~004773~,~Coderre~
~004774~,~Courval~
~004775~,~Mossbank~
~004776~,~Crestwynd~
~004777~,~Baildon~
~004778~,~Briercrest~
~004779~,~Avonlea~
~004780~,~Avonlea VL~
~004781~,~Rouleau~
~004782~,~Rouleau T/V~
~004783~,~Drinkwater--Stony Beach~
~004784~,~Pasqua~
~004785~,~C.F.B./B.F.C. Bushell Park~
~004786~,~Moose Jaw~
~004787~,~Union Hospital/Hôpital~
~004788~,~Outlook~
~004789~,~Lanigan~
~004790~,~Watrous~
~004791~,~Davidson~
~004792~,~Brownlee~
~004793~,~Central Butte~
~004794~,~Moose Jaw Rural~
~004795~,~Camsell Portage~
~004796~,~Uranium City~
~004797~,~Fond-du-Lac~
~004798~,~Stony Rapids~
~004799~,~Black Lake~
~004800~,~Woolaston Lake~
~004801~,~Cree Lake N~
~004802~,~Descharme Lake~
~004803~,~Kinoosao~
~004804~,~La Loche~
~004805~,~Garson Lake~
~004806~,~Turnor Lake~
~004807~,~Landing~
~004808~,~Dillon~
~004809~,~Buffalo Narrows N~
~004810~,~Buffalo Narrows S~
~004811~,~Patuanak~
~004812~,~+le-à-la-Crosse N~
~004813~,~+le-à-la-Crosse S~
~004814~,~Pinehouse~
~004815~,~Besnard Lake~
~004816~,~Morin Lake~
~004817~,~Sucker River~
~004818~,~Otter Lake~
~004819~,~Grandmother's Bay~
~004820~,~Stanley Mission~
~004821~,~Brabant Lake~
~004822~,~Southend~
~004823~,~Sandy Bay~
~004824~,~La Ronge N~
~004825~,~La Ronge Centre~
~004826~,~La Ronge S~
~004827~,~La Ronge Reserves~
~004828~,~Air Ronge~
~004829~,~Pelican Narrows~
~004830~,~Deschambault~
~004831~,~Creighton~
~004832~,~Denare Beach~
~004833~,~Sturgeon Landing~
~004834~,~Little Bear Lake~
~004835~,~Weyakwin~
~004836~,~Montreal Lake~
~004837~,~Waskesiu~
~004838~,~Emma Lake~
~004839~,~Cookson~
~004840~,~Red River~
~004841~,~Christopher Lake~
~004842~,~Forest Gate~
~004843~,~Candle Lake~
~004844~,~Sturgeon Valley~
~004845~,~Sturgeon Lake~
~004846~,~Alingly--Spruce Home~
~004847~,~Paddockwood N~
~004848~,~Albertville--Melba~
~004849~,~Meath Park~
~004850~,~Weirdale--Foxford--Shipman~
~004851~,~Smeaton--Snowden~
~004852~,~Shellbrook~
~004853~,~Shellbrook N~
~004854~,~Shellbrook E~
~004855~,~Shellbrook W/O~
~004856~,~Wild Rose~
~004857~,~Holbein~
~004858~,~Whitfield~
~004859~,~Buckland~
~004860~,~White Star--Honeymoon~
~004861~,~Prince Albert N~
~004862~,~Red Wing~
~004863~,~Garden River~
~004864~,~Nordale~
~004865~,~Hazel Dell--Little Red River~
~004866~,~West Flat~
~004867~,~Westview-West Flat~
~004868~,~West Hill~
~004869~,~Mid Town~
~004870~,~East Hill~
~004871~,~East Flat~
~004872~,~East Hill-West Hill~
~004873~,~Southwood~
~004874~,~Crescent Heights~
~004875~,~Crescent Acres~
~004876~,~Carlton Park-Crescent Heights~
~004877~,~Carlton Park~
~004878~,~Lily Plain--Clouston~
~004879~,~Macdowall~
~004880~,~Maiden Lake--Davis~
~004881~,~Prince Albert S~
~004882~,~Prince Albert E~
~004883~,~Steep Creek~
~004884~,~Muskoday~
~004885~,~Prince Albert~
~004886~,~Weirdale~
~004887~,~La Ronge~
~004888~,~Buffalo Narrows~
~004889~,~Regina Beach~
~004890~,~Regina Beach Centre~
~004891~,~Regina Beach E~
~004892~,~Disley~
~004893~,~Lumsden N~
~004894~,~Condie~
~004895~,~Lumsden T/V W/O~
~004896~,~Lumsden T/V N~
~004897~,~Lumsden T/V S~
~004898~,~Pense Village~
~004899~,~Grand Coulee~
~004900~,~Regina~
~004901~,~William Booth Special Care~
~004902~,~Pioneer Village Nursing Home~
~004903~,~Lumsden~
~004904~,~Govan~
~004905~,~Govan T/V~
~004906~,~Serath~
~004907~,~Gordon I.R./R.I. No. 86~
~004908~,~Muskowekwan I.R./R.I. No. 85~
~004909~,~Lestock~
~004910~,~Leross~
~004911~,~Kelliher~
~004912~,~Kelliher Village~
~004913~,~Ituna~
~004914~,~Ituna T/V W/O~
~004915~,~Ituna T/V E~
~004916~,~Hubbard~
~004917~,~Tallymet~
~004918~,~Lipton~
~004919~,~Lipton Village~
~004920~,~Dysart~
~004921~,~Cupar~
~004922~,~Cupar T/V W/O~
~004923~,~Cupar T/V E~
~004924~,~Markinch~
~004925~,~Southey~
~004926~,~Southey T/V W/O~
~004927~,~Southey T/V E~
~004928~,~Earl Grey~
~004929~,~Strasbourg~
~004930~,~Strasbourg T/V N~
~004931~,~Strasbourg T/V S~
~004932~,~Duval~
~004933~,~Bulyea~
~004934~,~Silton~
~004935~,~Craven~
~004936~,~Highway No. 6 N~
~004937~,~Piapot I.R./R.I. No. 75~
~004938~,~Edenwold~
~004939~,~Muscowpetung IR/RI No. 80~
~004940~,~Pasqua I.R./R.I. No. 79~
~004941~,~Edgeley~
~004942~,~Fort San~
~004943~,~Standing Buffalo I.R./R.I.~
~004944~,~Fort Qu'Appelle~
~004945~,~Fort Qu'Appelle T/V W/O~
~004946~,~Fort Qu'Appelle T/V Centre~
~004947~,~Fort Qu'Appelle T/V Centre E~
~004948~,~Fort Qu'Appelle T/V SE/S-E~
~004949~,~Lebret~
~004950~,~Balcarres~
~004951~,~Balcarres SE/S-E~
~004952~,~Balcarres NE/N-E~
~004953~,~Peepeekeesis~
~004954~,~Okanese I.R./R.I. No. 82~
~004955~,~Starblanket I.R./R.I. No. 83~
~004956~,~Little Black Bear IR/RI 84~
~004957~,~Abernathy~
~004958~,~Sintaluta~
~004959~,~Indian Head~
~004960~,~Indian Head T/V SW/S-O~
~004961~,~Indian Head T/V SE/S-E~
~004962~,~Indian Head T/V NE/N-E~
~004963~,~Indian Head T/V NW/N-O~
~004964~,~Qu'Appelle~
~004965~,~Qu'Appelle T/V W/O~
~004966~,~Qu'Appelle T/V E~
~004967~,~McLean~
~004968~,~Balgonie~
~004969~,~Balgonie T/V W/O~
~004970~,~Balgonie T/V E~
~004971~,~Pilot Butte~
~004972~,~Pilot Butte T/V N~
~004973~,~Pilot Butte T/V Centre~
~004974~,~Pilot Butte T/V S~
~004975~,~White City~
~004976~,~White City Village W/O~
~004977~,~White City Village E~
~004978~,~Davin~
~004979~,~Kronau~
~004980~,~Vibank~
~004981~,~Odessa~
~004982~,~Assiniboine I.R./R.I. No. 76~
~004983~,~Wolseley~
~004984~,~Wolseley T/V S~
~004985~,~Wolseley T/V N~
~004986~,~Rowatt~
~004987~,~Wilcox~
~004988~,~Milestone W/O~
~004989~,~Milestone E~
~004990~,~Gray~
~004991~,~Riceton~
~004992~,~Sedley~
~004993~,~Francis~
~004994~,~Osage~
~004995~,~Montmartre~
~004996~,~Montmartre Village~
~004997~,~Hepburn Rural~
~004998~,~Rural Municipality of Laird~
~004999~,~Hague~
~005000~,~Hague Village~
~005001~,~Mennon~
~005002~,~Osler N~
~005003~,~Osler~
~005004~,~Osler Village~
~005005~,~Dalmeny~
~005006~,~Dalmeny Village~
~005007~,~Dalmeny Village E~
~005008~,~Warman~
~005009~,~Warman Centre~
~005010~,~Warman N~
~005011~,~Warman Central~
~005012~,~Warman S~
~005013~,~Martensville N~
~005014~,~Martensville E~
~005015~,~Martensville S~
~005016~,~Dundonald~
~005017~,~Massey Place~
~005018~,~Confederation Park~
~005019~,~Pacific Heights~
~005020~,~Mount Royal~
~005021~,~Caswell Hill~
~005022~,~Hudson Bay Park~
~005023~,~Mayfair~
~005024~,~City Centre~
~005025~,~City Park~
~005026~,~North Park~
~005027~,~Richmond Heights~
~005028~,~Lawson Heights~
~005029~,~Silverwood Heights~
~005030~,~Saskatoon~
~005031~,~Martensville~
~005032~,~Cheshire Homes~
~005033~,~Cory--Moon Lake~
~005034~,~Grasswood W/O~
~005035~,~Grasswood E~
~005036~,~Duro-Engen~
~005037~,~Cheviot--Clavet~
~005038~,~Blucher--Elstow~
~005039~,~Moose Woods~
~005040~,~Dundurn--Strelhow~
~005041~,~Dundurn Village~
~005042~,~Blackstrap~
~005043~,~Bradwell~
~005044~,~Allan~
~005045~,~Fairhaven~
~005046~,~Riversdale~
~005047~,~Nutana~
~005048~,~Eastview~
~005049~,~Grasswood~
~005050~,~Dundurn~
~005051~,~Buena Vista~
~005052~,~Brunskill~
~005053~,~Luther Towers~
~005054~,~Grosvenor Park~
~005055~,~Saskatchewan University~
~005056~,~Grosvenor~
~005057~,~Greystone Heights~
~005058~,~College Park~
~005059~,~Cedar Villa~
~005060~,~College Park E~
~005061~,~Sutherland~
~005062~,~Silver Springs~
~005063~,~Forest Grove~
~005064~,~Erindale~
~005065~,~Patience Lake~
~005066~,~St. Denis~
~005067~,~Meacham~
~005068~,~Peterson Village~
~005069~,~Carmel~
~005070~,~Dixon~
~005071~,~Humboldt~
~005072~,~Humboldt T/V~
~005073~,~Muenster~
~005074~,~St. Gregor~
~005075~,~Englefeld~
~005076~,~Annaheim~
~005077~,~Lake Lenore~
~005078~,~Lake Lenore Village~
~005079~,~Fulda~
~005080~,~Bruno~
~005081~,~Dana--Bremen~
~005082~,~Prud'homme~
~005083~,~Vonda~
~005084~,~Smuts--Alvena~
~005085~,~Alvena Village~
~005086~,~Cudworth~
~005087~,~Cudworth N~
~005088~,~St. Benedict~
~005089~,~Middle Lake~
~005090~,~Middle Lake N~
~005091~,~Middle Lake Village~
~005092~,~Pilger Village~
~005093~,~St. Brieux~
~005094~,~Pathlow~
~005095~,~Lipsett~
~005096~,~Meskanaw~
~005097~,~Tarnopol~
~005098~,~Bonne Madone~
~005099~,~Ens~
~005100~,~Wakaw N~
~005101~,~Wakaw S~
~005102~,~Wakaw~
~005103~,~Wakaw W/O~
~005104~,~Arma~
~005105~,~Waldheim~
~005106~,~Waldheim W/O~
~005107~,~Waldheim S~
~005108~,~Laird~
~005109~,~Rosthern N~
~005110~,~Rosthern S~
~005111~,~Rosthern Central~
~005112~,~Rosthern W/O~
~005113~,~La Plaine~
~005114~,~Carlton~
~005115~,~Garthland~
~005116~,~Okemasis--Beardy~
~005117~,~Duck Lake~
~005118~,~Duck Lake S~
~005119~,~One Arrow~
~005120~,~St-Isidore-de-Bellevue~
~005121~,~Hoey Village~
~005122~,~Domremy~
~005123~,~Crystal Springs~
~005124~,~Waitville~
~005125~,~Kinistino S~
~005126~,~Kinistino E~
~005127~,~Kinistino W/O~
~005128~,~Beatty~
~005129~,~Thaxted~
~005130~,~Northway~
~005131~,~Birch Hills~
~005132~,~Brancepath~
~005133~,~Winton~
~005134~,~Weldon~
~005135~,~Coxby~
~005136~,~Viking~
~005137~,~Glen Mary~
~005138~,~Fort-à-la-Corne~
~005139~,~Brockington~
~005140~,~Rosthern~
~005141~,~Lang~
~005142~,~Parry~
~005143~,~Pangman~
~005144~,~Khedive~
~005145~,~Hardy~
~005146~,~Minton~
~005147~,~Gladmar~
~005148~,~Ceylon~
~005149~,~Radville~
~005150~,~Radville T/V W/O~
~005151~,~Radville T/V E~
~005152~,~Trossachs~
~005153~,~Yellow Grass~
~005154~,~Yellow Grass T/V~
~005155~,~Cedoux~
~005156~,~McTaggart~
~005157~,~Weyburn~
~005158~,~Ralph~
~005159~,~Colgate~
~005160~,~Lake Alma~
~005161~,~Ratcliffe--Beaubier~
~005162~,~Oungre~
~005163~,~Goodwater~
~005164~,~Griffin~
~005165~,~Fillmore~
~005166~,~Fillmore Village~
~005167~,~Creelman~
~005168~,~Halbrite~
~005169~,~Midale~
~005170~,~Midale T/V N~
~005171~,~Midale T/V S~
~005172~,~Torquay~
~005173~,~Torquay Village~
~005174~,~Estevan SW/S-O~
~005175~,~Macoun~
~005176~,~Stoughton Rural~
~005177~,~Stoughton~
~005178~,~Handsworth~
~005179~,~Glenavon~
~005180~,~Summerberry~
~005181~,~Sakimay~
~005182~,~Grenfell SW/S-O~
~005183~,~Grenfell T/V SE/S-E~
~005184~,~Grenfell T/V N~
~005185~,~Grenfell T/V Centre~
~005186~,~Grenfell T/V SW/S-O~
~005187~,~Windthorst~
~005188~,~Kipling~
~005189~,~Kipling T/V E~
~005190~,~Kipling T/V W/O~
~005191~,~Kipling T/V S~
~005192~,~Forget~
~005193~,~Benson~
~005194~,~Estevan NW/N-O~
~005195~,~Estevan E~
~005196~,~Estevan~
~005197~,~Bienfait~
~005198~,~Bienfait T/V W/O~
~005199~,~Bienfait T/V E~
~005200~,~Lampman S~
~005201~,~Lampman NE/N-E~
~005202~,~Lampman T/V~
~005203~,~Kisbey~
~005204~,~Arcola~
~005205~,~Arcola T/V~
~005206~,~Kenosee~
~005207~,~Kennedy~
~005208~,~Langbank~
~005209~,~Broadview~
~005210~,~Broadview T/V W/O~
~005211~,~Broadview T/V E~
~005212~,~Cowesses I.R./R.I.~
~005213~,~Wahkewistakow--Ochapowace~
~005214~,~Whitewood W/O~
~005215~,~Whitewood E~
~005216~,~Whitewood T/V NW/N-O~
~005217~,~Whitewood T/V E~
~005218~,~Whitewood T/V~
~005219~,~Wawota~
~005220~,~Wawota Village N~
~005221~,~Wawota Village S~
~005222~,~White Bear~
~005223~,~Carlyle~
~005224~,~Carlyle T/V W/O~
~005225~,~Carlyle T/V Centre~
~005226~,~Carlyle T/V E~
~005227~,~Alameda~
~005228~,~Alameda T/V~
~005229~,~Frobisher~
~005230~,~North Portal~
~005231~,~Oxbow~
~005232~,~Oxbow T/V N~
~005233~,~Oxbow T/V E~
~005234~,~Oxbow T/V W/O~
~005235~,~Glen Ewen~
~005236~,~Alida~
~005237~,~Manor~
~005238~,~Manor N~
~005239~,~Wapella~
~005240~,~Wapella T/V~
~005241~,~Rocanville Rural~
~005242~,~Welwyn~
~005243~,~Rocanville W/O~
~005244~,~Rocanville E~
~005245~,~Moosomin N~
~005246~,~Moosomin Rural W/O~
~005247~,~Fleming~
~005248~,~Moosomin~
~005249~,~Fairlight~
~005250~,~Maryfield~
~005251~,~Maryfield Village~
~005252~,~Parkman~
~005253~,~Antler~
~005254~,~Redvers~
~005255~,~Redvers T/V W/O~
~005256~,~Redvers T/V E~
~005257~,~Shorthoaks~
~005258~,~Carnduff~
~005259~,~Carnduff T/V N~
~005260~,~Carnduff T/V S~
~005261~,~Carievale~
~005262~,~Gainsborough Village~
~005263~,~Grenfell~
~005264~,~Whitewood~
~005265~,~Swift Current~
~005266~,~Mendham~
~005267~,~Burstall~
~005268~,~Richmound~
~005269~,~Golden Prairie~
~005270~,~Hatton~
~005271~,~Maple Creek W/O~
~005272~,~Maple Creek E~
~005273~,~Maple Creek SE/S-E~
~005274~,~Maple Creek Central W/O~
~005275~,~Maple Creek NW/N-O~
~005276~,~Maple Creek Central N~
~005277~,~Consul~
~005278~,~Frontier~
~005279~,~Frontier Village~
~005280~,~Eastend~
~005281~,~Eastend T/V~
~005282~,~Piapot~
~005283~,~Tompkins~
~005284~,~Tompkins Village~
~005285~,~Fox Valley~
~005286~,~Prelate~
~005287~,~Leader~
~005288~,~Leader W/O~
~005289~,~Leader E~
~005290~,~Sceptre~
~005291~,~Lancer~
~005292~,~Abbey~
~005293~,~Hazlet~
~005294~,~Gull Lake~
~005295~,~Gull Lake NW/N-O~
~005296~,~Gull Lake SW/S-O~
~005297~,~Shaunavon~
~005298~,~Shaunavon E~
~005299~,~Shaunavon SE/S-E~
~005300~,~Shaunavon SW/S-O~
~005301~,~Shaunavon NW/N-O~
~005302~,~Climax~
~005303~,~Bracken~
~005304~,~Admiral~
~005305~,~Simmie~
~005306~,~Antelope~
~005307~,~Webb~
~005308~,~Success~
~005309~,~Cabri~
~005310~,~Cabri T/V~
~005311~,~Stewart Valley~
~005312~,~Waldeck~
~005313~,~Burnham~
~005314~,~Wymark~
~005315~,~McMahon~
~005316~,~Neville~
~005317~,~Ponteix~
~005318~,~Ponteix W/O~
~005319~,~Ponteix E~
~005320~,~Val Marie~
~005321~,~Val Marie Village~
~005322~,~Mankota~
~005323~,~Mankota Village~
~005324~,~Aneroid~
~005325~,~Vanguard~
~005326~,~Herbert~
~005327~,~Herbert W/O~
~005328~,~Herbert E~
~005329~,~Main Centre~
~005330~,~Morse~
~005331~,~Morse T/V~
~005332~,~Hodgeville~
~005333~,~Hodgeville VL~
~005334~,~Glenbain~
~005335~,~Kincaid~
~005336~,~McCord~
~005337~,~Fir Mountain~
~005338~,~Laflèche~
~005339~,~Laflèche Village~
~005340~,~Gravelbourg~
~005341~,~Gravelbourg N~
~005342~,~Gravelbourg S~
~005343~,~Palmer~
~005344~,~Limerick~
~005345~,~Congress~
~005346~,~Assiniboia~
~005347~,~Assiniboia NW/N-O~
~005348~,~Assiniboia W/O~
~005349~,~Assiniboia SW/S-O~
~005350~,~Assiniboia S~
~005351~,~Assiniboia SE/S-E~
~005352~,~Assiniboia NE/N-E~
~005353~,~Wood Mountain~
~005354~,~Rockglen~
~005355~,~Coronach~
~005356~,~Coronach NW/N-O~
~005357~,~Coronach S~
~005358~,~Willow Bunch~
~005359~,~Willow Bunch Village~
~005360~,~Crane Valley~
~005361~,~Truax~
~005362~,~Kayville~
~005363~,~Viceroy~
~005364~,~Ogema~
~005365~,~Ogema T/V~
~005366~,~Bengough~
~005367~,~Bengough T/V~
~005368~,~Big Beaver~
~005369~,~Maple Creek~
~005370~,~Cole Bay~
~005371~,~Canoe Narrows~
~005372~,~Beauval~
~005373~,~Pierceland~
~005374~,~Pierceland VL~
~005375~,~Beacon Hill~
~005376~,~Goodsoil~
~005377~,~Golden Ridge~
~005378~,~Dorintosh~
~005379~,~Waterhen Lake~
~005380~,~Green Lake~
~005381~,~Dore Lake~
~005382~,~Island Lake Indian Reserve~
~005383~,~Mudie Lake~
~005384~,~Whelan~
~005385~,~Loon Lake I.R./R.I.~
~005386~,~Loon Lake VL~
~005387~,~Rapid View~
~005388~,~Makwa~
~005389~,~Meadow Lake SW/S-O~
~005390~,~Meadow Lake NW/N-O~
~005391~,~Meadow Lake NE/N-E~
~005392~,~Meadow Lake SE/S-E~
~005393~,~Meadow Lake~
~005394~,~Neeb~
~005395~,~Onion Lake~
~005396~,~Frenchman Butte~
~005397~,~Paradise Hill~
~005398~,~Paradise Hill VL~
~005399~,~St. Walburg W/O~
~005400~,~St. Walburg E~
~005401~,~Barthel~
~005402~,~Bright Sand~
~005403~,~Elmhurst~
~005404~,~Midnight Lake~
~005405~,~Chitek Lake~
~005406~,~Leoville~
~005407~,~Leoville VL~
~005408~,~Big River T/V~
~005409~,~Spruce Lake~
~005410~,~Turtleford~
~005411~,~Turtleford T/V~
~005412~,~Livelong~
~005413~,~Cater~
~005414~,~Ranger~
~005415~,~Victoire~
~005416~,~Debden~
~005417~,~Debden VL~
~005418~,~Park Valley~
~005419~,~Mervin~
~005420~,~Glaslyn~
~005421~,~Glaslyn VL~
~005422~,~Medstead~
~005423~,~Bapaume~
~005424~,~Spiritwood~
~005425~,~Spiritwood T/V~
~005426~,~Shell Lake W/O~
~005427~,~Shell Lake E~
~005428~,~Sandy Lake~
~005429~,~Canwood~
~005430~,~Edam~
~005431~,~Edam VL~
~005432~,~Vawn~
~005433~,~Meota~
~005434~,~Cochin~
~005435~,~Rabbit Lake~
~005436~,~Mistawasis I.R./R.I.~
~005437~,~Mistawasis~
~005438~,~Parkside~
~005439~,~Paynton~
~005440~,~Delmas~
~005441~,~Prince~
~005442~,~North Battleford~
~005443~,~Whitkow~
~005444~,~Paddling Lake~
~005445~,~Leask~
~005446~,~Leask VL~
~005447~,~Marcelin~
~005448~,~Little Pine~
~005449~,~Cut Knife W/O~
~005450~,~Cut Knife E~
~005451~,~Cut Knife T/V~
~005452~,~Prongua~
~005453~,~Saskatchewan Hosp./Hôp.~
~005454~,~Battleford~
~005455~,~Denholm~
~005456~,~Speers~
~005457~,~Hafford~
~005458~,~Blaine Lake~
~005459~,~Wilkie~
~005460~,~Mosquito~
~005461~,~Baljennie~
~005462~,~Maymont~
~005463~,~Radisson~
~005464~,~Radisson T/V~
~005465~,~Borden~
~005466~,~Beaval~
~005467~,~Big River~
~005468~,~Victoire/Big River I.R./R.I~
~005469~,~Canwood--Ahtahkakoop I.R/R.I~
~005470~,~St. Walburg~
~005471~,~Onion Lake I.R./R.I. No. 11~
~005472~,~Cutknife~
~005473~,~Little Pine I.R./R.I.~
~005474~,~Lintlaw~
~005475~,~Endeavour W/O~
~005476~,~Endeavour E~
~005477~,~Danbury~
~005478~,~Swan Plain~
~005479~,~Whitebeech~
~005480~,~Arran~
~005481~,~Pelly~
~005482~,~Pelly Village~
~005483~,~Norquay~
~005484~,~Norquay T/V~
~005485~,~Hyas~
~005486~,~Sturgis~
~005487~,~Sturgis T/V~
~005488~,~Preeceville~
~005489~,~Preeceville T/V~
~005490~,~Hazel Dell~
~005491~,~Invermay~
~005492~,~Invermay Village~
~005493~,~Sheho~
~005494~,~Rama~
~005495~,~Buchanan~
~005496~,~Buchanan Village~
~005497~,~Canora~
~005498~,~Canora T/V~
~005499~,~Veregin~
~005500~,~Keeseekoose I.R./R.I.~
~005501~,~Cote I.R./R.I.~
~005502~,~Kamsack~
~005503~,~Kamsack T/V~
~005504~,~Togo~
~005505~,~Rhein~
~005506~,~Gorlitz~
~005507~,~Ebenezer~
~005508~,~Springside~
~005509~,~Springside Village~
~005510~,~Theodore~
~005511~,~Theodore Village~
~005512~,~Insinger~
~005513~,~Jedburgh~
~005514~,~Willowbrook~
~005515~,~Yorkton W/O~
~005516~,~Yorkton S~
~005517~,~Yorkton N & E~
~005518~,~Yorkton~
~005519~,~Tonkin~
~005520~,~Wroxton~
~005521~,~Calder~
~005522~,~MacNutt~
~005523~,~Churchbridge~
~005524~,~Churchbridge T/V~
~005525~,~Saltcoats~
~005526~,~Saltcoats T/V~
~005527~,~Bredenbury~
~005528~,~Bredenbury T/V~
~005529~,~Waldron~
~005530~,~Otthon~
~005531~,~Melville~
~005532~,~Fenwood~
~005533~,~Goodeve~
~005534~,~Duff~
~005535~,~Lemberg~
~005536~,~Neudorf~
~005537~,~Killaly~
~005538~,~Grayson~
~005539~,~Dubuc~
~005540~,~Stockholm~
~005541~,~Stockholm Village~
~005542~,~Atwater~
~005543~,~Esterhazy~
~005544~,~Esterhazy T/V~
~005545~,~Yarbo~
~005546~,~Langenburg~
~005547~,~Langenburg T/V~
~005548~,~Marchwell~
~005549~,~Spy Hill~
~005550~,~Wood Buffalo~
~005551~,~Lake Athabasca~
~005552~,~Fort Fitzgerald~
~005553~,~Fort Chipewyan~
~005554~,~Fox Lake~
~005555~,~Fort MacKay~
~005556~,~Chipewyan Lake~
~005557~,~Fort McMurray Rural~
~005558~,~Tar Island~
~005559~,~Waterways~
~005560~,~Gregoire Park~
~005561~,~Abasand~
~005562~,~Thickwood Heights~
~005563~,~Thickwood~
~005564~,~Thickwood Dr/Pm~
~005565~,~Thickwood Bv~
~005566~,~Dickinsfield~
~005567~,~Peerless--Trout~
~005568~,~Wabasca~
~005569~,~Anzac~
~005570~,~Prairie Echo~
~005571~,~Gift Lake~
~005572~,~Peavine~
~005573~,~Utikuma~
~005574~,~Wabasca W/O~
~005575~,~Wandering River~
~005576~,~Chard~
~005577~,~Conklin~
~005578~,~Triangle~
~005579~,~High Prairie~
~005580~,~Grouard~
~005581~,~Salt Prairie~
~005582~,~Enilda~
~005583~,~Fawcett Lake~
~005584~,~Calling Lake~
~005585~,~Banana Belt~
~005586~,~E Prairie Metis Settlement~
~005587~,~Sucker Creek~
~005588~,~Joussard~
~005589~,~Drift Pile~
~005590~,~Faust~
